,Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
2403,Kepler-647 b,0.0,0.0,0.003,0.1,0.005370000000000001,1022.0,859.0,3.09,16.2255,6.471,12.6,1087.87,6020.0,4.39,True,nexsci
3161,Kepler-1682 b,0.0,0.0,0.006,0.26,0.0274,877.0,737.0,3.009,14.8334,4.436,14.1,1159.85,5619.0,4.58,True,nexsci
3395,K2-337 b,,,,0.23,0.0232,,850.0,3.0210000000000004,16.2736,7.64,10.8,421.64,5869.0,4.17,True,nexsci
1778,Kepler-293 c,0.0,0.0,0.005,0.34,0.0442,610.0,513.0,2.972,54.1557,4.317,13.7,974.63,5804.0,4.5,True,nexsci
217,K2-127 b,0.002,0.017,0.055999999999999994,0.75,0.16699999999999998,1051.0,884.0,2.87,3.5882,2.3208,12.8,710.0,4575.0,4.65,True,nexsci
990,Kepler-1345 b,0.0,0.0,0.003,0.21,0.0194,896.0,754.0,3.033,44.617,7.831,12.6,1355.02,6449.0,4.18,True,nexsci
660,Kepler-1095 b,0.0,0.0,0.003,0.11,0.00606,1373.0,1154.0,3.11,4.271,2.2736,12.9,792.52,5658.0,4.48,True,nexsci
2490,Kepler-722 b,0.0,0.001,0.004,0.23,0.0233,1520.0,1278.0,3.0189999999999997,4.0936,2.2856,13.8,1239.5,5863.0,4.41,True,nexsci
2344,Kepler-604 b,0.0,0.0,0.004,0.23,0.0227,823.0,692.0,3.023,25.855,3.9263,13.2,1026.49,5890.0,4.42,True,nexsci
888,Kepler-1268 b,0.0,0.0,0.003,0.18,0.015,724.0,609.0,3.055,40.9904,7.261,13.8,1840.77,5904.0,4.38,True,nexsci
2484,Kepler-716 b,0.0,0.001,0.008,0.26,0.0275,874.0,735.0,3.0069999999999997,10.3717,3.0479,13.1,635.01,5099.0,4.58,True,nexsci
924,Kepler-1296 b,0.0,0.0,0.005,0.08,0.00218,935.0,787.0,2.9160000000000004,8.384,5.2,12.8,1551.54,5359.0,4.55,True,nexsci
3637,Kepler-1922 b,0.0,0.0,0.005,0.2,0.0184,961.0,808.0,3.04,13.2226,4.337,13.6,1344.29,5931.0,4.54,True,nexsci
3432,TOI-1278 b,0.0,0.013999999999999999,0.004,1.09,18.5,534.0,449.0,4.587,14.4757,1.5574,9.7,75.58,3799.0,4.68,True,nexsci
3196,TOI-451 b,0.008,0.006999999999999999,0.038,0.17,0.0136,1775.0,1492.0,3.0669999999999997,1.8587,2.0376,9.2,123.74,5550.0,4.56,True,nexsci
2601,Kepler-80 c,0.0,0.001,0.013999999999999999,0.24,0.02121,763.0,641.0,2.946,9.5236,2.3569,12.3,369.45,4540.0,4.64,True,nexsci
2935,WASP-151 b,0.043,0.065,0.135,1.13,0.31,1533.0,1289.0,2.779,4.5335,3.66,11.2,453.1,5871.0,4.35,True,nexsci
3369,TOI-220 b,0.0,0.005,0.038,0.27,0.04342,944.0,794.0,3.1689999999999996,10.6953,2.239,8.5,90.74,5298.0,4.37,True,nexsci
1581,Kepler-225 b,0.0,0.0,0.005,0.11,0.00588,618.0,520.0,3.105,6.739,3.0180000000000002,13.3,561.1,3682.0,4.78,True,nexsci
1634,Kepler-244 c,0.0,0.0,0.003,0.18,0.0153,966.0,812.0,3.054,9.7673,1.6585,13.7,1036.49,5554.0,4.58,True,nexsci
911,Kepler-1285 b,0.0,0.0,0.006999999999999999,0.09,0.00274,1124.0,945.0,2.9530000000000003,14.7967,5.6129999999999995,10.5,422.27,6170.0,4.3,True,nexsci
2743,Kepler-91 b,0.10400000000000001,0.03,0.013000000000000001,1.37,0.81,2422.0,2037.0,3.031,6.2466,11.261,10.1,1294.69,4550.0,2.95,True,nexsci
1564,Kepler-221 b,0.001,0.001,0.009000000000000001,0.15,0.0112,1415.0,1190.0,3.074,2.7959,2.064,11.9,385.23,5243.0,4.54,True,nexsci
3108,HATS-60 b,0.08800000000000001,0.069,0.055,1.15,0.662,1816.0,1527.0,3.091,3.5608,3.8592,11.0,486.47,5688.0,4.15,True,nexsci
565,Kepler-1028 b,0.0,0.0,0.004,0.12,0.00733,1570.0,1320.0,3.108,2.5146,1.6239,12.6,607.92,5522.0,4.52,True,nexsci
483,K2-75 b,0.001,0.002,0.01,0.24,0.0239,1509.0,1269.0,3.0189999999999997,7.8142,5.184,11.2,561.93,5995.0,4.12,True,nexsci
2673,Kepler-85 c,0.0,0.0,0.001,0.19,0.066,1107.0,930.0,3.638,12.513,4.572,13.1,765.02,5499.0,4.22,True,nexsci
2038,Kepler-390 c,0.0,0.0,0.005,0.07,0.00131,823.0,692.0,2.821,13.06,2.8510000000000004,12.1,435.28,5166.0,4.57,True,nexsci
3640,Kepler-1968 b,0.0,0.0,0.003,0.13,0.00899,968.0,814.0,3.094,7.2811,2.716,13.8,750.93,5008.0,4.57,True,nexsci
1197,Kepler-1504 b,0.0,0.0,0.004,0.19,0.0163,457.0,385.0,3.049,82.304,13.843,13.8,2435.94,5393.0,4.55,True,nexsci
1265,Kepler-1552 b,0.0,0.0,0.005,0.22,0.021,339.0,285.0,3.032,184.7719,9.706,12.9,769.1,5202.0,4.58,True,nexsci
55,EPIC 211822797 b,0.0,0.0,0.012,0.17,0.0137,513.0,431.0,3.065,21.1702,3.576,11.4,186.2,4057.0,4.7,True,nexsci
1514,Kepler-205 c,0.0,0.0,0.013000000000000001,0.15,0.0105,526.0,442.0,3.0869999999999997,20.3065,2.8014,10.8,159.72,4321.0,4.74,True,nexsci
891,Kepler-126 c,0.0,0.001,0.011000000000000001,0.14,0.00982,1037.0,872.0,3.088,21.8697,5.4626,9.3,237.4,6239.0,4.25,True,nexsci
1831,Kepler-310 c,0.0,0.0,0.009000000000000001,0.3,0.0357,588.0,495.0,2.987,56.4754,5.961,12.6,602.27,5797.0,4.52,True,nexsci
554,Kepler-1017 b,0.0,0.001,0.006,0.18,0.0145,1105.0,929.0,3.055,7.234,2.1648,12.4,552.06,5473.0,4.53,True,nexsci
3031,WASP-95 b,0.5720000000000001,0.33799999999999997,0.12300000000000001,1.23,1.44,2006.0,1687.0,3.373,2.1847,2.784,8.6,137.54,5830.0,4.36,True,nexsci
505,K2-91 b,0.0,0.002,0.04,0.1,0.0043,858.0,722.0,3.045,1.4195,0.945,10.6,62.58,3622.0,5.0,True,nexsci
16,K2-198 b,,,,0.37,0.0514,,716.0,2.9589999999999996,17.0429,2.9592,9.2,110.57,5213.0,4.6,True,nexsci
42,OGLE-TR-211 b,0.052000000000000005,0.03,0.018000000000000002,1.36,1.03,2057.0,1730.0,3.14,3.6772,4.4112,13.4,1515.26,6325.0,4.17,True,nexsci
1359,Kepler-1628 b,0.0,0.0,0.021,0.57,0.106,283.0,238.0,2.9019999999999997,76.378,4.952,13.2,352.0,3724.0,4.74,True,nexsci
1901,Kepler-337 b,0.002,0.001,0.005,0.14,0.0094,2038.0,1714.0,3.094,3.2928,4.7681,11.2,677.98,5684.0,4.0,True,nexsci
708,Kepler-1130 b,0.0,0.0,0.011000000000000001,0.07,0.00137,1143.0,961.0,2.8280000000000003,5.452999999999999,2.1051,10.7,249.34,5403.0,4.57,True,nexsci
3132,TOI-561 c,0.0,0.006999999999999999,0.121,0.26,0.01699,972.0,817.0,2.805,10.779000000000002,3.77,8.4,85.8,5455.0,4.47,True,nexsci
2874,NGTS-2 b,0.247,0.177,0.192,1.59,0.74,1930.0,1623.0,2.858,4.5112,4.651,9.8,356.39,6478.0,4.2,True,nexsci
878,Kepler-125 b,0.0,0.002,0.02,0.21,0.0195,771.0,648.0,3.036,4.1644,1.798,11.7,183.37,3810.0,4.74,True,nexsci
840,Kepler-1230 b,0.0,0.0,0.004,0.24,0.0245,1171.0,984.0,3.016,9.9566,3.534,13.9,1364.22,5961.0,4.4,True,nexsci
99,HAT-P-37 b,0.055,0.081,0.043,1.18,1.169,1520.0,1278.0,3.32,2.7974,2.3304,11.7,390.59,5500.0,4.51,True,nexsci
2676,Kepler-860 b,0.001,0.001,0.006,0.29,0.0332,1431.0,1203.0,2.9939999999999998,5.1014,2.595,13.8,1056.36,5836.0,4.4,True,nexsci
3412,Kepler-1907 b,0.0,0.0,0.006,0.08,0.00185,1113.0,936.0,2.877,5.6525,2.062,11.7,292.11,5159.0,4.51,True,nexsci
1107,Kepler-1433 b,0.0,0.0,0.002,0.14,0.009609999999999999,1679.0,1412.0,3.091,4.1359,2.7889999999999997,13.5,1328.0,6097.0,4.34,True,nexsci
2930,WASP-141 b,0.092,0.07400000000000001,0.016,1.21,2.69,1829.0,1538.0,3.658,3.3107,3.6,11.2,516.54,5900.0,4.26,True,nexsci
2924,WASP-133 b,0.179,0.09,0.037000000000000005,1.21,1.16,2112.0,1776.0,3.293,2.1764,3.4392,11.2,559.08,5700.0,4.18,True,nexsci
1134,Kepler-1456 b,0.0,0.0,0.004,0.1,0.00489,568.0,477.0,3.0660000000000003,18.1374,3.55,12.7,370.31,4231.0,4.67,True,nexsci
317,K2-193 b,0.0,0.002,0.022000000000000002,0.35,0.0465,960.0,807.0,2.969,14.7869,4.32,11.5,411.92,5817.0,4.46,True,nexsci
974,Kepler-1332 b,0.0,0.0,0.003,0.12,0.00771,967.0,813.0,3.109,11.8746,1.9902,12.1,528.68,5581.0,4.51,True,nexsci
3022,WASP-83 b,0.027000000000000003,0.07,0.154,1.04,0.3,1333.0,1121.0,2.8369999999999997,4.9713,3.3648,10.4,271.1,5510.0,4.44,True,nexsci
716,Kepler-1138 b,0.0,0.0,0.003,0.15,0.0111,1507.0,1267.0,3.076,3.1706,1.6686,13.8,872.33,5582.0,4.49,True,nexsci
1554,Kepler-218 c,0.0,0.0,0.008,0.28,0.0315,652.0,549.0,2.998,44.6996,6.2243,12.3,656.38,5502.0,4.39,True,nexsci
2968,WASP-35 b,0.23600000000000002,0.235,0.221,1.3,0.71,1718.0,1445.0,3.0180000000000002,3.1616,3.0672,9.5,202.22,5990.0,4.4,True,nexsci
2178,Kepler-482 b,0.0,0.0,0.009000000000000001,0.21,0.0194,471.0,396.0,3.033,56.3542,3.29,11.5,313.07,4871.0,4.6,True,nexsci
