,Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
1552,Kepler-217 d,0.001,0.0,0.003,0.12,0.007240000000000001,2147.0,1805.0,3.11,3.8869,3.658,12.1,1104.64,6341.0,4.08,True,nexsci
1260,Kepler-154 d,0.0,0.001,0.011000000000000001,0.34,0.0444,871.0,732.0,2.971,20.5498,5.4586,13.0,915.21,5769.0,4.45,True,nexsci
1302,Kepler-1582 b,0.0,0.0,0.013999999999999999,0.13,0.00889,567.0,477.0,3.095,4.8382,1.26,12.4,78.89,3208.0,4.93,True,nexsci
2006,Kepler-377 c,0.0,0.0,0.004,0.18,0.0154,883.0,743.0,3.052,27.015,5.336,12.5,823.8,5949.0,4.3,True,nexsci
2603,Kepler-80 e,0.0,0.001,0.005,0.14,0.01299,969.0,815.0,3.197,4.6449,2.0271,12.3,369.45,4540.0,4.64,True,nexsci
1860,Kepler-322 c,0.0,0.001,0.006999999999999999,0.15,0.0108,1291.0,1085.0,3.0810000000000004,4.3372,2.471,11.8,400.48,5388.0,4.5,True,nexsci
1714,Kepler-271 b,0.0,0.0,0.005,0.11,0.00642,1001.0,842.0,3.1189999999999998,10.4355,3.4167,11.7,404.54,5555.0,4.52,True,nexsci
2914,WASP-124 b,0.076,0.08800000000000001,0.098,1.24,0.6,1654.0,1390.0,2.986,3.3727,2.5704,11.3,448.64,6050.0,4.44,True,nexsci
2575,Kepler-791 b,0.0,0.001,0.005,0.27,0.03,1252.0,1053.0,3.002,14.554,6.254,13.2,1266.34,6383.0,4.21,True,nexsci
3187,TOI-163 b,0.21899999999999997,0.14400000000000002,0.086,1.49,1.22,1987.0,1670.0,3.135,4.2313,4.3422,10.1,411.72,6495.0,4.19,True,nexsci
547,Kepler-1013 b,0.0,0.0,0.006999999999999999,0.19,0.0166,669.0,563.0,3.048,18.9305,3.344,12.3,422.25,4954.0,4.59,True,nexsci
3430,HAT-P-62 b,0.11699999999999999,0.095,0.06,1.07,0.7609999999999999,1798.0,1512.0,3.214,2.6453,3.103,10.7,348.81,5629.0,4.31,True,nexsci
3563,TOI-1842 b,0.053,0.07,0.198,1.04,0.214,1605.0,1350.0,2.6910000000000003,9.5739,4.4271,8.4,223.47,6230.0,4.1,True,nexsci
220,K2-129 b,0.0,0.0,0.040999999999999995,0.09,0.00352,499.0,419.0,3.0039999999999996,8.2395,1.5119999999999998,8.9,27.8,3459.0,4.87,True,nexsci
2230,Kepler-520 c,0.0,0.0,0.006,0.1,0.0039,1501.0,1263.0,3.03,5.211,3.3011,11.5,623.9,6112.0,4.41,True,nexsci
272,K2-154 c,,,,0.18,0.0155,717.0,603.0,3.05,7.9549,,10.4,129.36,4097.0,4.65,True,nexsci
1284,Kepler-1569 b,0.0,0.0,0.003,0.15,0.0109,1677.0,1410.0,3.0789999999999997,5.7918,3.4739999999999998,12.6,945.45,6319.0,4.24,True,nexsci
3237,KOI-1783.01,0.0,0.0,0.013999999999999999,0.79,0.22339,506.0,425.0,2.948,134.4628,5.874,12.6,865.73,5922.0,4.3,True,nexsci
150,HATS-35 b,0.381,0.146,0.071,1.46,1.222,2415.0,2031.0,3.15,1.821,3.1176,11.1,514.55,6300.0,4.24,True,nexsci
1862,Kepler-323 c,0.001,0.001,0.0,0.14,0.251,1739.0,1462.0,4.471,3.5538,3.1029,11.4,454.88,5987.0,4.31,True,nexsci
1920,Kepler-341 e,0.0,0.0,0.004,0.18,0.0145,708.0,595.0,3.055,42.4733,7.252999999999999,13.0,1047.03,6012.0,4.44,True,nexsci
1748,Kepler-283 c,0.0,0.0,0.004,0.16,0.0125,323.0,271.0,3.072,92.7437,5.506,13.1,468.09,4351.0,4.72,True,nexsci
2954,WASP-1 b,,,,1.48,0.8540000000000001,2154.0,1811.0,2.983,2.5199,,10.3,393.07,6110.0,4.21,True,nexsci
531,Kepler-1000 b,0.0,0.0,0.009000000000000001,0.42,0.0639,622.0,523.0,2.943,120.0181,11.604000000000001,12.1,1115.62,6453.0,4.23,True,nexsci
312,K2-188 b,,,,0.12,0.007520000000000001,2199.0,1849.0,3.112,1.7422,,11.1,446.82,5977.0,4.31,True,nexsci
2068,Kepler-402 e,0.0,0.0,0.004,0.13,0.00859,1227.0,1032.0,3.1,11.2429,4.2025,12.0,625.34,6090.0,4.28,True,nexsci
2915,WASP-126 b,0.11900000000000001,0.105,0.16899999999999998,0.96,0.28411,1769.0,1487.0,2.883,3.2888,3.4164,9.6,216.53,5800.0,4.28,True,nexsci
3721,Kepler-1791 b,0.0,0.001,0.006999999999999999,0.28,0.0312,1329.0,1118.0,3.0,7.7209,1.5151,12.0,602.22,5887.0,4.29,True,nexsci
2523,Kepler-751 b,0.0,0.0,0.006,0.22,0.0208,797.0,670.0,3.031,17.4449,4.0988,13.1,760.43,5387.0,4.54,True,nexsci
959,Kepler-1321 c,0.0,0.001,0.009000000000000001,0.21,0.02,1046.0,880.0,3.034,2.2265,1.7225,13.9,769.15,4094.0,4.73,True,nexsci
618,Kepler-1066 b,0.004,0.003,0.013999999999999999,0.21,0.0194,1892.0,1591.0,3.033,1.9316,1.6283,11.4,344.25,5762.0,4.45,True,nexsci
1262,Kepler-154 f,0.0,0.0,0.004,0.13,0.00899,1110.0,933.0,3.094,9.9194,4.3260000000000005,13.0,915.21,5769.0,4.45,True,nexsci
2192,Kepler-492 b,0.001,0.009000000000000001,0.04,0.86,0.21,989.0,831.0,2.8510000000000004,11.7201,3.0039,12.7,587.91,5527.0,4.5,True,nexsci
517,KELT-17 b,0.8390000000000001,0.336,0.191,1.52,1.31,2485.0,2090.0,3.145,3.0802,3.4752,8.6,226.5,7454.0,4.22,True,nexsci
1363,Kepler-1630 b,0.0,0.0,0.006,0.2,0.0171,204.0,171.0,3.0469999999999997,509.9974,8.481,11.8,331.21,4736.0,4.66,True,nexsci
484,K2-75 c,0.0,0.001,0.009000000000000001,0.25,0.0255,1136.0,955.0,3.015,18.311,6.72,11.2,561.93,5995.0,4.12,True,nexsci
518,KELT-18 b,0.7170000000000001,0.27,0.153,1.57,1.18,2478.0,2084.0,3.074,2.8718,4.644,9.2,321.38,6670.0,4.06,True,nexsci
994,Kepler-1349 b,0.001,0.001,0.016,0.06,0.00085,2138.0,1798.0,2.739,2.1282,3.1460000000000004,9.8,276.32,6086.0,4.29,True,nexsci
2290,Kepler-561 c,0.0,0.001,0.008,0.24,0.0241,1289.0,1084.0,3.0189999999999997,5.3502,2.2430000000000003,12.6,621.38,5646.0,4.48,True,nexsci
3589,Kepler-1885 b,0.0,0.0,0.004,0.14,0.0091,1567.0,1318.0,3.093,2.5226,1.406,13.1,818.48,5591.0,4.56,True,nexsci
89,HAT-P-28 b,0.084,0.095,0.092,1.21,0.626,1640.0,1379.0,3.0239999999999996,3.2572,3.2184,11.1,401.32,5680.0,4.36,True,nexsci
3676,Kepler-1737 b,0.0,0.0,0.011000000000000001,0.48,0.079,498.0,419.0,2.928,64.6175,5.796,13.2,,5043.0,4.47,True,nexsci
3340,Kepler-1670 b,0.0,0.0,0.003,0.3,0.0353,1056.0,888.0,2.991,20.4998,6.501,14.0,2065.98,5838.0,4.1,True,nexsci
1584,Kepler-226 c,0.0,0.001,0.001,0.2,0.142,1186.0,998.0,3.932,5.3496,3.0278,13.6,980.14,5571.0,4.59,True,nexsci
282,K2-159 b,,,,0.2,0.018000000000000002,890.0,749.0,3.0389999999999997,12.4221,,10.0,171.0,5425.0,4.56,True,nexsci
2181,Kepler-485 b,0.037000000000000005,0.037000000000000005,0.0,1.29,112.0,1714.0,1441.0,5.225,3.2433,3.0332,13.4,1140.95,5958.0,4.39,True,nexsci
3614,Kepler-633 c,0.0,0.0,0.006999999999999999,0.2,0.0185,940.0,791.0,3.0380000000000003,23.7832,7.939,12.0,680.54,5877.0,4.23,True,nexsci
1595,Kepler-230 b,0.0,0.0,0.011000000000000001,0.38,0.0529,664.0,558.0,2.958,32.6256,4.7971,13.3,740.75,5588.0,4.55,True,nexsci
2921,WASP-130 b,0.003,0.043,0.034,0.89,1.23,993.0,835.0,3.585,11.550999999999998,3.72,9.5,172.26,5625.0,4.49,True,nexsci
1830,Kepler-310 b,0.0,0.0,0.003,0.11,0.0057,936.0,787.0,3.0989999999999998,13.9307,2.312,12.6,602.27,5797.0,4.52,True,nexsci
2479,Kepler-712 b,0.0,0.0,0.006999999999999999,0.3,0.0363,702.0,591.0,2.988,21.0225,4.1072,13.8,872.49,5148.0,4.58,True,nexsci
3604,Kepler-1941 b,0.0,0.0,0.004,0.24,0.0236,865.0,728.0,3.0210000000000004,31.3351,6.071000000000001,13.4,1494.39,6404.0,4.39,True,nexsci
1775,Kepler-292 e,0.0,0.0,0.005,0.24,0.0239,889.0,747.0,3.0189999999999997,11.979000000000001,3.937,14.0,1056.48,5299.0,4.54,True,nexsci
2337,Kepler-5 b,0.109,0.061,0.019,1.43,2.1109999999999998,2083.0,1751.0,3.41,3.5485,4.569,11.8,899.78,6297.0,3.96,True,nexsci
1066,Kepler-1400 b,0.0,0.0,0.003,0.14,0.0102,920.0,774.0,3.08,9.0669,3.3810000000000002,13.8,752.24,5044.0,4.58,True,nexsci
164,HATS-52 b,0.258,0.11599999999999999,0.028999999999999998,1.38,2.24,2234.0,1879.0,3.463,1.3667,2.0904,12.1,555.13,6010.0,4.45,True,nexsci
2142,Kepler-449 b,0.0,0.002,0.013999999999999999,0.18,0.0154,1226.0,1031.0,3.057,12.5824,6.3287,9.7,241.95,5649.0,4.09,True,nexsci
986,Kepler-1341 b,0.0,0.0,0.008,0.27,0.028999999999999998,338.0,284.0,3.0039999999999996,132.9968,7.436,12.6,476.96,4662.0,4.62,True,nexsci
1669,Kepler-255 b,0.0,0.0,0.002,0.14,0.00951,1228.0,1033.0,3.093,5.7146,2.336,13.7,1052.53,5573.0,4.52,True,nexsci
3372,TOI-776 b,0.0,0.002,0.077,0.17,0.01259,612.0,515.0,3.0589999999999997,8.2466,2.41,7.6,27.17,3709.0,4.73,True,nexsci
2292,Kepler-563 b,0.0,0.0,0.008,0.28,0.0307,677.0,569.0,3.0,22.1843,3.0397,12.8,565.21,5066.0,4.58,True,nexsci
1850,Kepler-319 c,0.0,0.001,0.008,0.23,0.0233,1144.0,962.0,3.0189999999999997,6.9414,1.7889,12.2,503.44,5526.0,4.49,True,nexsci
859,Kepler-1246 b,0.0,0.0,0.005,0.12,0.00761,754.0,634.0,3.11,11.3227,3.517,12.6,436.5,4611.0,4.63,True,nexsci
1227,Kepler-1527 b,0.0,0.0,0.005,0.43,0.0641,518.0,435.0,2.9419999999999997,160.1299,13.175999999999998,13.6,1842.13,6224.0,4.27,True,nexsci
3495,Kepler-495 c,0.0,0.0,0.002,0.11,0.006220000000000001,1303.0,1096.0,3.113,5.8966,3.154,12.8,658.92,5392.0,4.31,True,nexsci
313,K2-188 c,0.001,0.002,0.013999999999999999,0.25,0.0264,1334.0,1122.0,3.013,7.8103,3.5808,11.1,446.82,5977.0,4.31,True,nexsci
12,K2-171 b,,,,0.24,0.0242,,,3.0180000000000002,5.6285,8.208,10.5,606.13,5250.0,3.95,True,nexsci
2052,Kepler-397 b,0.0,0.0,0.003,0.22,0.0208,704.0,592.0,3.031,22.2509,1.745,13.9,969.0,5307.0,4.57,True,nexsci
1763,Kepler-289 b,0.0,0.0,0.003,0.19,0.023,750.0,630.0,3.1889999999999996,34.545,3.178,12.5,704.44,5990.0,4.47,True,nexsci
2122,Kepler-439 b,0.0,0.0,0.004,0.2,0.0178,387.0,326.0,3.043,178.1396,10.104,12.9,757.05,5431.0,4.51,True,nexsci
1610,Kepler-236 b,0.0,0.0,0.005,0.14,0.00972,602.0,507.0,3.09,8.2956,1.1972,12.3,288.76,3750.0,4.75,True,nexsci
1495,Kepler-198 b,0.0,0.001,0.011000000000000001,0.25,0.0263,856.0,720.0,3.011,17.79,4.4513,12.0,495.36,5574.0,4.47,True,nexsci
1680,Kepler-258 c,0.0,0.0,0.006999999999999999,0.32,0.0399,619.0,520.0,2.9789999999999996,33.6531,3.9616,13.0,575.99,4942.0,4.44,True,nexsci
1623,Kepler-23 c,0.0,0.001,0.0,0.28,2.7,1294.0,1088.0,4.916,10.7421,6.0633,12.0,835.76,5760.0,4.0,True,nexsci
2554,Kepler-771 b,0.0,0.0,0.004,0.16,0.0125,1195.0,1005.0,3.072,8.7349,4.49,13.2,1393.85,5906.0,4.42,True,nexsci
2348,Kepler-607 b,0.001,0.001,0.006999999999999999,0.08,0.00186,2294.0,1929.0,2.88,0.6382,1.1839,12.4,519.12,5196.0,4.56,True,nexsci
2304,Kepler-574 b,0.0,0.001,0.006999999999999999,0.21,0.0198,1142.0,960.0,3.034,7.6588,3.0576,12.9,682.9,5612.0,4.5,True,nexsci
1328,Kepler-1601 b,0.0,0.0,0.005,0.07,0.0015,1899.0,1597.0,2.844,2.2092,2.392,12.2,644.46,5869.0,4.4,True,nexsci
2544,Kepler-765 b,0.0,0.0,0.005,0.22,0.0204,832.0,700.0,3.031,27.6655,6.507999999999999,13.2,1076.28,5901.0,4.41,True,nexsci
3747,Kepler-913 c,0.001,0.001,0.003,0.34,0.0447,1766.0,1485.0,2.971,5.9391,2.2359999999999998,13.5,991.62,6068.0,4.04,True,nexsci
3714,Kepler-1755 b,0.0,0.002,0.016,0.53,0.0924,820.0,689.0,2.915,24.8121,3.2245,12.9,982.38,6086.0,4.51,True,nexsci
106,HAT-P-45 b,0.266,0.179,0.138,1.43,0.892,1962.0,1650.0,3.036,3.1289999999999996,3.4464,10.2,298.64,6330.0,4.3,True,nexsci
3612,Kepler-1752 b,0.0,0.0,0.008,0.41,0.059000000000000004,544.0,458.0,2.95,56.3585,6.9270000000000005,14.0,962.89,5446.0,4.53,True,nexsci
448,K2-49 b,0.0,0.001,0.016,0.17,0.0138,914.0,768.0,3.063,2.7706,2.307,12.7,457.13,4175.0,4.81,True,nexsci
2081,Kepler-409 b,0.0,0.0,0.001,0.11,0.06922,524.0,440.0,4.184,68.9584,3.0854,7.8,68.17,5460.0,4.5,True,nexsci
3048,HD 23472 b,0.0,0.002,0.013000000000000001,0.17,0.05637999999999999,678.0,570.0,3.7,17.667,2.512,7.2,39.03,4813.0,4.38,True,nexsci
242,K2-138 d,0.001,0.003,0.02,0.21,0.024919999999999998,1173.0,987.0,3.134,5.4048,2.7,10.3,202.59,5356.0,4.54,True,nexsci
