,Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
2907,WASP-10 b,0.03,0.14400000000000002,0.031,1.08,3.15,1154.0,970.0,3.826,3.0928,2.2271,10.0,141.0,4675.0,4.63,True,nexsci
1098,Kepler-1427 b,0.001,0.0,0.003,0.1,0.0043,2379.0,2000.0,3.045,0.9690000000000001,1.517,13.7,1220.0,5793.0,4.44,True,nexsci
2214,Kepler-50 b,0.001,0.002,0.005,0.15,0.027999999999999997,1617.0,1360.0,3.472,7.8125,3.8,9.2,250.11,6225.0,4.13,True,nexsci
3717,Kepler-1073 d,0.001,0.001,0.003,0.13,0.008870000000000001,1782.0,1498.0,3.094,2.5048,2.523,12.9,809.9,5509.0,4.31,True,nexsci
3231,TOI-1130 c,0.002,0.16899999999999998,0.373,1.5,0.9740000000000001,760.0,639.0,3.031,8.3504,2.02,8.4,58.26,4250.0,4.6,True,nexsci
1879,Kepler-32 c,0.0,0.0,0.0,0.18,0.5,543.0,456.0,4.592,8.7522,2.3742,12.8,323.85,3900.0,4.64,True,nexsci
2890,TRAPPIST-1 b,0.0,0.001,0.115,0.1,0.00432,475.0,399.0,3.03,1.5108,0.601,10.3,12.43,2566.0,5.24,True,nexsci
3324,TOI-763 b,0.001,0.006,0.03,0.2,0.0308,1210.0,1018.0,3.2680000000000002,5.6057,2.7774,8.5,95.13,5450.0,4.45,True,nexsci
3164,WASP-184 b,0.069,0.062,0.073,1.33,0.57,1765.0,1484.0,2.9019999999999997,5.1817,4.776,11.3,663.23,6000.0,4.09,True,nexsci
2535,Kepler-758 e,0.0,0.0,0.002,0.14,0.0093,1519.0,1277.0,3.096,8.1935,5.234,13.1,1502.32,6228.0,4.19,True,nexsci
795,Kepler-11 c,0.0,0.001,0.028999999999999998,0.26,0.009000000000000001,1022.0,859.0,2.532,13.0241,4.56,12.2,646.35,5663.0,4.37,True,nexsci
466,K2-62 c,0.0,0.001,0.016,0.19,0.0164,706.0,593.0,3.0469999999999997,16.1966,1.29,9.7,112.47,4880.0,4.6,True,nexsci
3348,EPIC 201757695.02 b,,,,0.08,0.00217,1224.0,1029.0,2.9139999999999997,2.0478,,12.1,577.6,4520.0,4.66,True,nexsci
806,Kepler-1206 b,0.001,0.001,0.004,0.15,0.0105,1708.0,1437.0,3.0869999999999997,1.217,1.3101,13.7,762.02,4877.0,4.6,True,nexsci
351,K2-231 b,,,,0.22,0.0214,,,3.028,13.8419,2.952,10.9,321.21,5695.0,4.48,True,nexsci
2599,Kepler-809 b,0.0,0.0,0.006,0.27,0.0293,604.0,508.0,3.002,55.6393,7.119,13.2,961.4,5734.0,4.45,True,nexsci
1999,Kepler-374 c,0.0,0.0,0.004,0.1,0.0043,1595.0,1342.0,3.045,3.2828,3.2532,13.1,1265.61,5977.0,4.48,True,nexsci
3444,TOI-1260 b,0.001,0.008,0.040999999999999995,0.21,0.02706,1022.0,859.0,3.1860000000000004,3.1275,1.963,8.9,73.6,4227.0,4.57,True,nexsci
465,K2-62 b,0.0,0.002,0.024,0.19,0.0164,948.0,797.0,3.0469999999999997,6.672000000000001,1.56,9.7,112.47,4880.0,4.6,True,nexsci
3171,Wendelstein-2 b,,,,1.16,0.731,1398.0,1176.0,3.13,1.7522,,13.3,565.54,4591.0,4.53,True,nexsci
1154,Kepler-1470 b,0.0,0.0,0.003,0.1,0.0039,728.0,612.0,3.03,16.2951,3.678,12.9,590.6,4961.0,4.59,True,nexsci
2704,Kepler-887 b,0.0,0.0,0.004,0.16,0.0127,1029.0,866.0,3.068,20.4223,6.192,12.2,886.59,6194.0,4.29,True,nexsci
1576,Kepler-224 b,0.0,0.0,0.004,0.12,0.0079,1217.0,1024.0,3.105,3.1329,2.1769,13.7,782.09,5018.0,4.64,True,nexsci
528,K2-32 e,0.0,0.001,0.013000000000000001,0.11,0.0066099999999999996,1266.0,1065.0,3.148,4.3493,2.6710000000000003,9.8,157.68,5271.0,4.49,True,nexsci
2367,Kepler-619 c,0.002,0.001,0.004,0.15,0.011000000000000001,2409.0,2025.0,3.0780000000000003,1.2085,1.5105,13.3,900.68,5980.0,4.38,True,nexsci
878,Kepler-125 b,0.0,0.002,0.02,0.21,0.0195,771.0,648.0,3.036,4.1644,1.798,11.7,183.37,3810.0,4.74,True,nexsci
3672,Kepler-1090 c,0.0,0.0,0.006,0.29,0.0342,644.0,542.0,2.992,42.4272,6.132999999999999,13.1,858.77,5330.0,4.37,True,nexsci
514,KELT-14 b,0.919,0.35700000000000004,0.17800000000000002,1.74,1.284,2333.0,1962.0,3.02,1.7101,2.1881,9.4,250.12,5720.0,4.17,True,nexsci
1508,Kepler-203 b,0.001,0.001,0.006999999999999999,0.23,0.0224,1696.0,1426.0,3.025,3.1627,1.9367,12.4,703.3,5821.0,4.36,True,nexsci
3646,Kepler-529 d,0.0,0.0,0.006999999999999999,0.25,0.0259,823.0,692.0,3.015,35.8662,7.216,12.4,799.01,6078.0,4.29,True,nexsci
265,K2-170 c,,,,0.16,0.0123,,,3.07,12.4,4.176,11.1,392.87,5748.0,4.34,True,nexsci
1887,Kepler-331 d,0.0,0.0,0.004,0.15,0.0105,438.0,368.0,3.0869999999999997,32.1343,2.696,13.3,580.12,4347.0,4.77,True,nexsci
1120,Kepler-1444 b,0.0,0.0,0.01,0.19,0.017,761.0,640.0,3.049,33.4204,5.0911,10.8,319.68,5810.0,4.4,True,nexsci
681,Kepler-110 b,0.0,0.001,0.006,0.16,0.0126,1120.0,942.0,3.07,12.6911,3.7939999999999996,11.6,586.53,5960.0,4.33,True,nexsci
2911,WASP-117 b,0.027999999999999997,0.113,0.315,1.06,0.3,1244.0,1046.0,2.821,10.0216,5.94,8.8,157.96,6040.0,4.28,True,nexsci
2765,Kepler-937 b,0.0,0.0,0.005,0.33,0.042,681.0,573.0,2.975,67.6688,9.556000000000001,13.7,1571.46,6095.0,4.32,True,nexsci
3630,Kepler-418 c,0.0,0.002,0.011000000000000001,0.47,0.0747,1084.0,912.0,2.931,12.2183,2.5724,13.1,1002.53,5822.0,4.35,True,nexsci
503,K2-90 b,0.0,0.001,0.03,0.23,0.0229,653.0,549.0,3.023,13.7333,2.952,10.4,134.19,4484.0,4.65,True,nexsci
565,Kepler-1028 b,0.0,0.0,0.004,0.12,0.00733,1570.0,1320.0,3.108,2.5146,1.6239,12.6,607.92,5522.0,4.52,True,nexsci
1333,Kepler-1606 b,0.0,0.0,0.003,0.18,0.0155,360.0,303.0,3.05,196.4352,8.556000000000001,13.4,831.29,5422.0,4.53,True,nexsci
3236,CoRoT-31 b,,,,1.46,0.84,1980.0,1665.0,2.99,4.6294,,13.4,2005.76,5700.0,3.85,True,nexsci
2761,Kepler-933 b,0.0,0.0,0.005,0.22,0.0208,871.0,732.0,3.031,14.2044,3.898,13.6,1017.2,5346.0,4.54,True,nexsci
1543,Kepler-214 c,0.0,0.0,0.004,0.19,0.0163,933.0,785.0,3.049,28.7798,8.349,12.6,1208.44,6169.0,4.25,True,nexsci
2793,Kepler-960 b,0.0,0.002,0.012,0.2,0.0184,1137.0,956.0,3.04,3.1269,1.1926,11.6,284.92,4755.0,4.61,True,nexsci
1886,Kepler-331 c,0.0,0.0,0.006,0.16,0.0127,539.0,453.0,3.068,17.2811,2.7385,13.3,580.12,4347.0,4.77,True,nexsci
3226,HATS-49 b,0.002,0.021,0.036000000000000004,0.77,0.353,995.0,836.0,3.175,4.148,2.346,11.9,324.41,4405.0,4.6,True,nexsci
