,Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
768,MOA-2010-BLG-477L b,,,,1.21,1.5,,,3.405,,,,2300.0,5950.0,,False,nexsci
1124,HD 99283 b,,,,1.23,0.97,903.0,759.0,3.201,310.4,,3.6,111.09,4886.0,2.57,False,nexsci
1078,G 264-012 b,,,,0.12,0.00787,692.0,582.0,3.103,2.3054,,8.0,16.01,3326.0,4.85,False,nexsci
825,MOA-2015-BLG-337L b,,,,0.57,0.106,,,2.905,,,,7100.0,,,False,nexsci
932,bet Pic c,,,,1.12,9.0,390.0,328.0,4.25,1200.0,,3.5,19.74,7890.0,3.83,False,nexsci
610,HD 76700 b,,,,0.86,0.21,1694.0,1425.0,2.8510000000000004,3.971,,6.5,60.88,5644.0,4.16,False,nexsci
158,GJ 581 c,,,,0.2,0.0173,417.0,350.0,3.043,12.914000000000001,,5.8,6.3,3396.0,4.89,False,nexsci
413,HD 196067 b,,,,1.13,6.9,203.0,170.0,4.127,3638.0,,5.1,39.93,6017.0,4.24,False,nexsci
326,HD 152079 b,,,,1.18,2.661,176.0,148.0,3.675,2918.92,,7.6,87.89,5907.0,4.37,False,nexsci
306,HD 142415 b,,,,1.2,1.67,337.0,284.0,3.4589999999999996,386.3,,5.9,35.53,5940.0,4.44,False,nexsci
1066,TOI-1062 c,,,,0.28,0.03077,990.0,833.0,3.0010000000000003,7.972,,8.3,82.17,5328.0,4.55,False,nexsci
283,HD 128311 c,,,,1.16,3.7889999999999997,188.0,158.0,3.844,921.538,,5.1,16.33,4965.0,4.61,False,nexsci
524,HD 34445 g,,,,1.21,0.38,156.0,131.0,2.8080000000000003,5700.0,,5.8,46.09,5836.0,4.21,False,nexsci
307,HD 143105 b,,,,1.22,1.21,2414.0,2030.0,3.304,2.1974,,5.5,46.78,6380.0,4.37,False,nexsci
1018,GJ 687 c,,,,0.37,0.050339999999999996,118.0,99.0,2.9619999999999997,727.562,,4.5,4.55,3413.0,4.82,False,nexsci
107,OGLE-2012-BLG-0026L b,,,,0.69,0.145,,,2.88,,,,4019.0,,,False,nexsci
195,GJ 849 b,,,,1.24,0.9,90.0,76.0,3.162,1915.0,,5.6,8.8,3563.0,4.77,False,nexsci
1123,OGLE-2018-BLG-0383L b,,,,0.21,0.02014,,,3.033,,,,7700.0,,,False,nexsci
1065,BD+55 362 b,,,,1.25,0.72,309.0,260.0,3.0580000000000003,265.59,,7.3,52.57,5012.0,4.09,False,nexsci
907,HD 126525 b,,,,0.92,0.237,236.0,199.0,2.842,960.41,,6.2,37.65,5638.0,4.38,False,nexsci
199,GJ 876 d,,,,0.22,0.021,717.0,603.0,3.016,1.9378,,5.0,4.68,3294.0,4.87,False,nexsci
662,HIP 105854 b,,,,1.12,8.2,978.0,822.0,4.21,184.2,,3.0,78.64,4780.0,2.94,False,nexsci
258,HD 147018 c,,,,1.13,6.56,218.0,183.0,4.105,1008.0,,6.6,40.43,5441.0,4.42,False,nexsci
166,gam Lib c,,,,1.15,4.58,625.0,526.0,3.9339999999999997,964.6,,1.5,47.4,4822.0,2.47,False,nexsci
583,HD 66428 b,,,,1.17,3.2039999999999997,186.0,157.0,3.764,2263.12,,6.7,53.28,5773.0,4.36,False,nexsci
803,tau Cet e,,,,0.16,0.01237,378.0,318.0,3.073,162.87,,1.8,3.6,5310.0,4.52,False,nexsci
706,Kepler-424 c,,,,1.13,6.97,355.0,299.0,4.131,223.3,,12.5,698.65,5460.0,4.5,False,nexsci
902,OGLE-2018-BLG-0596L b,,,,0.34,0.04383,,,2.9730000000000003,,,,5650.0,,,False,nexsci
935,eps Ind A b,,,,1.17,3.25,71.0,60.0,3.77,16510.0,,2.2,3.64,4754.0,4.57,False,nexsci
840,HD 20781 c,,,,0.19,0.0168,867.0,729.0,3.048,13.8905,,6.6,35.97,5256.0,4.37,False,nexsci
885,HD 92987 b,,,,1.09,16.88,134.0,113.0,4.547,10354.8375,,5.5,43.53,5770.0,4.0,False,nexsci
213,HD 100777 b,,,,1.23,1.03,319.0,268.0,3.227,383.7,,6.7,49.53,5533.0,4.32,False,nexsci
339,HD 159243 b,,,,1.22,1.13,1120.0,942.0,3.275,12.62,,7.3,73.31,6123.0,4.55,False,nexsci
523,HD 34445 f,,,,0.61,0.11900000000000001,316.0,266.0,2.895,676.8,,5.8,46.09,5836.0,4.21,False,nexsci
678,HIP 65426 b,,,,1.5,9.0,70.0,59.0,3.9960000000000004,,,6.8,108.88,8840.0,4.32,False,nexsci
533,HD 37605 c,,,,1.17,3.19,151.0,127.0,3.762,2720.0,,6.8,46.79,5329.0,4.51,False,nexsci
156,bet Pic b,,,,1.65,11.0,190.0,159.0,4.001,7665.0,,3.5,19.74,8039.0,4.35,False,nexsci
913,HIP 54373 c,,,,0.32,0.03914,548.0,461.0,2.9819999999999998,15.144,,6.6,18.72,4021.0,4.68,False,nexsci
