,Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
3464,K2-354 b,,,,0.14,0.009609999999999999,,543.0,3.091,3.7933,1.53,11.0,91.72,3669.0,4.86,True,nexsci
608,Kepler-1059 b,0.0,0.001,0.005,0.15,0.0115,1138.0,957.0,3.08,3.7642,2.0596,13.4,713.17,4906.0,4.61,True,nexsci
3122,HD 21749 c,0.0,0.003,0.023,0.08,0.011640000000000001,838.0,705.0,3.654,7.7899,2.515,5.4,16.32,4640.0,4.61,True,nexsci
267,K2-151 b,0.0,0.001,0.025,0.13,0.00889,736.0,619.0,3.095,3.8355,1.5408,10.1,69.48,3695.0,4.8,True,nexsci
2161,Kepler-468 b,0.0,0.006,,1.19,,625.0,526.0,,38.4788,5.0417,12.0,442.87,5498.0,4.54,True,nexsci
3011,WASP-74 b,0.818,0.379,0.292,1.36,0.72,2206.0,1855.0,2.984,2.1378,2.292,8.2,149.22,5990.0,4.39,True,nexsci
2542,Kepler-763 b,0.001,0.0,0.003,0.11,0.00624,1851.0,1556.0,3.115,1.1966,1.1901,13.8,962.46,5166.0,4.57,True,nexsci
1989,Kepler-370 b,0.0,0.0,0.004,0.14,0.00993,1370.0,1152.0,3.0869999999999997,4.5795,3.1060000000000003,13.6,1167.94,5852.0,4.53,True,nexsci
599,Kepler-1050 c,0.0,0.0,0.004,0.13,0.008790000000000001,910.0,765.0,3.097,21.1285,3.7889999999999997,11.7,490.49,6010.0,4.37,True,nexsci
3663,Kepler-1871 b,0.001,0.001,0.006,0.22,0.0203,1828.0,1537.0,3.033,1.9527,0.872,12.8,854.62,5741.0,4.5,True,nexsci
1267,Kepler-1554 b,0.0,0.0,0.004,0.26,0.0275,344.0,289.0,3.0069999999999997,198.0888,8.121,13.8,946.85,5297.0,4.56,True,nexsci
3280,TOI-700 b,0.0,0.0,0.040999999999999995,0.09,0.0034799999999999996,494.0,416.0,2.9989999999999997,9.977,2.2632,8.6,31.13,3461.0,4.8,True,nexsci
3500,Kepler-1937 b,0.0,0.001,0.005,0.27,0.0295,1321.0,1111.0,3.0010000000000003,9.6886,2.0,12.8,905.07,6457.0,4.36,True,nexsci
232,K2-136 c,0.0,0.003,0.08,0.26,0.0277,612.0,515.0,3.0069999999999997,17.3071,3.59,8.4,59.25,4499.0,4.66,True,nexsci
1565,Kepler-221 c,0.0,0.002,0.009000000000000001,0.26,0.048,1121.0,943.0,3.242,5.6906,2.522,11.9,385.23,5243.0,4.54,True,nexsci
3705,Kepler-1864 b,0.0,0.0,0.012,0.07,0.0011099999999999999,1504.0,1265.0,2.787,3.8815,2.7969999999999997,10.7,298.89,5854.0,4.47,True,nexsci
3143,HR 858 d,0.004,0.013000000000000001,0.122,0.19,0.0168,1270.0,1068.0,3.048,11.23,3.4344,5.1,31.96,6201.0,4.26,True,nexsci
2902,WASP-100 b,0.396,0.179,0.08800000000000001,1.33,1.26,2318.0,1949.0,3.247,2.8494,3.753,9.7,364.41,6900.0,4.35,True,nexsci
3440,TOI-2076 d,0.0,0.015,0.19899999999999998,0.37,0.0504,769.0,646.0,2.963,,3.2,7.1,41.91,5187.0,4.61,True,nexsci
2276,Kepler-553 c,0.0,0.0,,1.0,,292.0,246.0,,328.24,12.1271,13.1,728.52,5266.0,4.55,True,nexsci
1794,Kepler-299 b,0.0,0.0,0.003,0.12,0.007240000000000001,1635.0,1374.0,3.11,2.9271,2.545,13.4,1052.24,5617.0,4.39,True,nexsci
193,K2-102 b,,,,0.12,0.00705,,,3.113,9.9156,2.66,10.6,188.18,4695.0,4.53,True,nexsci
1658,Kepler-251 c,0.0,0.0,0.005,0.25,0.0255,856.0,720.0,3.015,16.514,4.1575,13.6,924.63,5526.0,4.49,True,nexsci
2814,Kepler-977 b,0.0,0.0,0.006999999999999999,0.23,0.0232,690.0,580.0,3.0210000000000004,26.8533,4.5063,12.9,568.75,5315.0,4.55,True,nexsci
1080,Kepler-1411 b,0.0,0.0,0.003,0.25,0.0263,493.0,414.0,3.011,86.1151,6.058,14.2,1660.48,5664.0,4.49,True,nexsci
3044,XO-6 b,0.266,0.213,0.054000000000000006,2.07,4.4,1875.0,1577.0,3.406,3.765,2.9,9.2,235.48,6720.0,4.04,True,nexsci
1664,Kepler-253 c,0.0,0.001,0.006,0.24,0.0236,890.0,748.0,3.0210000000000004,10.282,3.4675,13.5,838.6,5208.0,4.59,True,nexsci
666,Kepler-109 c,0.0,0.001,0.003,0.23,0.06859,1010.0,850.0,3.5260000000000002,21.2227,6.4913,11.0,474.86,5952.0,4.21,True,nexsci
3582,Kepler-1760 b,0.0,0.0,0.004,0.2,0.0184,623.0,524.0,3.04,38.3261,3.073,12.5,,5229.0,4.44,True,nexsci
2328,Kepler-593 b,0.0,0.0,0.006,0.26,0.0271,924.0,777.0,3.011,21.2171,5.3643,13.1,973.76,5967.0,4.39,True,nexsci
1039,Kepler-1382 b,0.0,0.001,0.006,0.17,0.0132,1237.0,1040.0,3.0639999999999996,16.3583,9.857999999999999,11.4,738.26,6161.0,4.1,True,nexsci
3660,Kepler-1763 b,0.001,0.001,0.004,0.1,0.00499,2368.0,1991.0,3.075,1.4803,2.4859999999999998,12.1,756.49,5897.0,4.25,True,nexsci
2241,Kepler-539 b,0.0,0.001,0.01,0.75,0.97,461.0,387.0,3.634,125.6324,9.299,10.9,307.32,5820.0,4.5,True,nexsci
859,Kepler-1246 b,0.0,0.0,0.005,0.12,0.00761,754.0,634.0,3.11,11.3227,3.517,12.6,436.5,4611.0,4.63,True,nexsci
1849,Kepler-319 b,0.0,0.001,0.006,0.14,0.0104,1331.0,1119.0,3.089,4.3627,2.1983,12.2,503.44,5526.0,4.49,True,nexsci
1940,Kepler-350 b,0.0,0.0,0.003,0.17,0.0128,1361.0,1144.0,3.0660000000000003,11.1896,5.3,12.4,956.86,6186.0,4.15,True,nexsci
2905,WASP-104 b,0.22899999999999998,0.18100000000000002,0.07,1.14,1.272,1801.0,1514.0,3.387,1.7554,1.7621,9.9,185.93,5475.0,4.5,True,nexsci
341,K2-224 b,,,,0.14,0.009609999999999999,1300.0,1093.0,3.091,4.479,,10.9,275.25,5620.0,4.55,True,nexsci
2699,Kepler-882 b,0.0,0.0,0.004,0.11,0.00642,1382.0,1162.0,3.1189999999999998,3.9895,1.5403,12.3,504.61,5476.0,4.52,True,nexsci
991,Kepler-1346 b,0.0,0.0,0.003,0.14,0.00982,1844.0,1551.0,3.088,3.4017,1.7944,13.1,843.7,6133.0,4.33,True,nexsci
955,Kepler-131 b,0.0,0.001,0.006,0.21,0.051,940.0,791.0,3.437,16.092,2.8789999999999996,10.1,228.68,5685.0,4.42,True,nexsci
597,Kepler-104 d,0.0,0.001,0.012,0.32,0.0394,751.0,631.0,2.9819999999999998,51.7554,7.3501,11.2,400.79,5711.0,4.11,True,nexsci
911,Kepler-1285 b,0.0,0.0,0.006999999999999999,0.09,0.00274,1124.0,945.0,2.9530000000000003,14.7967,5.6129999999999995,10.5,422.27,6170.0,4.3,True,nexsci
3151,HATS-58 A b,0.11900000000000001,0.077,0.044000000000000004,1.09,1.03,2043.0,1718.0,3.3280000000000003,4.2181,3.18,10.3,403.59,7175.0,4.29,True,nexsci
28,CoRoT-3 b,0.049,0.032,0.001,1.01,21.66,2007.0,1688.0,4.721,4.2568,3.384,11.6,768.77,6740.0,4.22,True,nexsci
950,Kepler-1315 b,0.002,0.001,0.006,0.12,0.0078,1891.0,1590.0,3.1060000000000003,0.8434,1.4362,12.7,480.87,4861.0,4.6,True,nexsci
1620,Kepler-239 b,0.0,0.0,0.006,0.21,0.019,797.0,670.0,3.037,11.7631,2.9076,13.1,648.11,4914.0,4.58,True,nexsci
481,K2-73 b,0.001,0.003,0.021,0.22,0.0207,1267.0,1065.0,3.029,7.4954,3.5904,10.3,269.18,5922.0,4.41,True,nexsci
2175,Kepler-47 c,,,,0.41,0.00997,319.0,268.0,2.157,303.22700000000003,,13.5,1025.02,5636.0,4.49,True,nexsci
574,Kepler-1032 b,0.0,0.001,0.005,0.17,0.0131,1182.0,994.0,3.0660000000000003,3.2901,1.5469,13.3,673.01,4647.0,4.62,True,nexsci
1332,Kepler-1605 b,0.0,0.0,0.006,0.1,0.00403,438.0,369.0,3.035,85.7565,5.8020000000000005,10.6,546.23,5280.0,4.55,True,nexsci
2729,Kepler-907 b,0.0,0.0,0.005,0.11,0.00588,1175.0,988.0,3.105,15.8662,4.1503,10.3,352.0,6106.0,4.19,True,nexsci
1496,EPIC 201754305 d,,,,0.09,0.0034,,,2.998,2.7158,,12.1,334.97,4761.0,4.63,True,nexsci
458,K2-58 d,0.0,0.0,0.011000000000000001,0.15,0.0112,739.0,621.0,3.074,22.8827,3.12,10.2,181.75,5413.0,4.52,True,nexsci
2780,Kepler-94 b,0.004,0.008,0.037000000000000005,0.31,0.034,1356.0,1140.0,2.935,2.5081,1.0724,10.6,191.9,4781.0,4.59,True,nexsci
2891,TRAPPIST-1 c,0.0,0.0,0.10400000000000001,0.1,0.00412,406.0,341.0,3.0269999999999997,2.4219,0.7005,10.3,12.43,2566.0,5.24,True,nexsci
382,K2-255 b,,,,0.26,0.0275,1346.0,1132.0,3.0069999999999997,1.9642,,10.8,191.61,4676.0,4.62,True,nexsci
292,K2-16 b,0.0,0.001,0.01,0.18,0.0149,855.0,719.0,3.057,7.6188,2.184,12.1,334.97,4742.0,4.51,True,nexsci
3059,HD 72490 b,,,,1.2,1.768,460.0,386.0,3.483,858.0,,5.6,126.34,4934.0,3.21,True,nexsci
3113,TOI-216.02,0.0,0.006999999999999999,0.10300000000000001,0.69,0.09439,735.0,618.0,2.696,17.089000000000002,2.062,10.2,177.94,5026.0,4.66,True,nexsci
3562,Kepler-1822 b,0.0,0.0,0.005,0.24,0.0236,659.0,554.0,3.0210000000000004,22.1334,2.02,13.6,897.6,5165.0,4.63,True,nexsci
3203,NGTS-15 b,0.02,0.033,0.027000000000000003,1.1,0.7509999999999999,1490.0,1253.0,3.187,3.2762,2.504,12.9,786.49,5600.0,4.4,True,nexsci
476,K2-71 b,0.0,0.001,0.017,0.19,0.0166,637.0,536.0,3.048,6.9854,1.41,11.7,153.19,4006.0,4.85,True,nexsci
2572,Kepler-789 b,0.0,0.001,0.006,0.19,0.0162,1102.0,927.0,3.051,8.6385,5.4301,13.0,1480.16,5870.0,4.42,True,nexsci
995,Kepler-134 b,0.001,0.001,0.01,0.18,0.0147,1522.0,1279.0,3.0610000000000004,5.3174,2.8875,11.0,334.8,5983.0,4.31,True,nexsci
2664,Kepler-852 b,0.0,0.0,0.005,0.23,0.022000000000000002,731.0,615.0,3.025,44.931000000000004,6.539,12.6,1619.03,6100.0,4.38,True,nexsci
351,K2-231 b,,,,0.22,0.0214,,,3.028,13.8419,2.952,10.9,321.21,5695.0,4.48,True,nexsci
3128,TOI-1685 b,0.006999999999999999,0.013000000000000001,0.059000000000000004,0.15,0.011890000000000001,1282.0,1078.0,3.1060000000000003,0.6691,0.9126,8.8,37.62,3434.0,4.85,True,nexsci
797,Kepler-11 e,0.0,0.001,0.023,0.37,0.025,757.0,637.0,2.6460000000000004,31.9996,4.1363,12.2,646.35,5663.0,4.37,True,nexsci
2034,Kepler-389 b,0.0,0.0,0.003,0.14,0.00909,1353.0,1138.0,3.092,3.2441,1.992,13.9,816.56,5376.0,4.57,True,nexsci
2302,Kepler-572 b,0.0,0.0,0.009000000000000001,0.23,0.0226,769.0,647.0,3.025,17.2052,3.6211,12.6,504.67,5212.0,4.57,True,nexsci
